14830;(690;433);(718;435);(709;446);(812;522);
14831;(690;433);(718;435);(709;447);(812;522);
17996;(827;361);(645;381);(673;463);(652;590);
17997;(829;360);(645;381);(647;473);(652;590);
18003;(645;380);(673;463);(647;472);(652;590);
19064;(905;331);(705;373);(550;439);(652;590);
19065;(905;331);(705;373);(550;439);(652;590);
19066;(905;331);(705;373);(550;439);(652;590);
19071;(905;330);(551;438);(967;464);(1000;563);
19072;(905;330);(551;438);(967;464);(1000;563);
19073;(905;330);(551;438);(967;464);(1000;563);
19079;(905;331);(705;373);(967;464);(1000;563);
19487;(905;331);(967;464);(1000;563);(652;590);
19488;(905;331);(967;464);(1000;563);(652;590);
19494;(905;331);(551;438);(967;464);(1000;563);
19495;(905;331);(550;438);(967;464);(1000;563);
19496;(905;331);(550;438);(967;464);(1000;563);
19497;(905;331);(550;438);(967;464);(1000;563);
19498;(905;331);(550;438);(967;464);(1000;563);
19505;(550;438);(967;464);(1000;563);(652;590);
19506;(551;438);(967;464);(1000;563);(652;590);
19515;(905;330);(551;438);(1001;563);(652;590);
19648;(905;331);(550;438);(967;464);(1000;563);
19649;(905;331);(550;438);(967;464);(1000;563);
19650;(905;331);(550;438);(967;464);(1000;563);
19651;(905;331);(550;438);(967;464);(1000;563);
19652;(905;331);(550;438);(967;464);(1000;563);
19653;(905;331);(550;438);(967;464);(1000;563);
19993;(905;331);(550;438);(967;464);(1000;563);
19994;(905;331);(550;438);(967;464);(1000;563);
19995;(905;331);(551;438);(967;464);(1000;563);
19996;(905;331);(551;438);(967;464);(1000;563);
19997;(905;331);(551;438);(967;464);(1000;563);
19998;(905;331);(551;438);(967;464);(1000;563);
19999;(905;331);(551;438);(967;464);(1000;563);
20000;(905;331);(551;438);(967;464);(1000;563);
20001;(905;331);(551;438);(967;464);(1000;563);
20002;(905;331);(551;438);(967;464);(1000;563);
20003;(905;331);(551;438);(967;464);(1000;563);
20004;(905;331);(550;438);(967;464);(1000;563);
20005;(905;331);(550;438);(967;464);(1000;563);
20006;(905;331);(550;438);(967;464);(1000;563);
20007;(905;331);(550;438);(967;464);(1000;563);
20008;(905;331);(550;438);(967;464);(1000;563);
20009;(905;331);(550;438);(967;464);(1000;563);
20010;(905;331);(550;438);(967;464);(1000;563);
20011;(905;331);(550;438);(967;464);(1000;563);
20012;(905;331);(550;438);(967;464);(1000;563);
20013;(905;331);(550;438);(967;464);(1000;563);
20014;(905;331);(550;438);(967;464);(1000;563);
20015;(905;331);(550;438);(967;464);(1000;563);
20016;(905;331);(551;438);(967;464);(1000;563);
20017;(905;331);(551;438);(967;464);(1000;563);
20018;(905;331);(551;438);(967;464);(1000;563);
20019;(905;331);(551;438);(967;464);(1000;563);
20020;(905;331);(551;438);(967;464);(1000;563);
20021;(905;331);(551;438);(967;464);(1000;563);
20022;(905;331);(551;438);(967;464);(1000;563);
20023;(905;331);(551;438);(967;464);(1000;563);
20024;(905;331);(550;438);(967;464);(1000;563);
20025;(905;331);(550;438);(967;464);(1000;563);
20026;(905;331);(550;438);(967;464);(1000;563);
20027;(905;331);(551;438);(967;464);(1000;563);
20028;(905;331);(550;438);(967;464);(1000;563);
20029;(905;331);(550;438);(967;464);(1000;563);
20030;(905;331);(550;438);(967;464);(1000;563);
20031;(905;331);(550;438);(967;464);(1000;563);
20032;(905;331);(550;438);(967;464);(1000;563);
20033;(905;331);(550;438);(967;464);(1000;563);
20034;(905;331);(550;438);(967;464);(1000;563);
20035;(905;331);(550;438);(967;464);(1000;563);
20036;(905;331);(550;438);(967;464);(1000;563);
20037;(905;331);(550;439);(967;464);(1000;563);
20038;(905;331);(550;439);(967;464);(1000;563);
20039;(905;331);(550;439);(967;464);(1000;563);
20040;(905;331);(550;439);(967;464);(1000;563);
20041;(905;331);(550;439);(967;464);(1000;563);
20042;(905;331);(550;439);(967;464);(1000;563);
20043;(905;331);(550;439);(967;464);(1000;563);
20044;(905;331);(550;439);(967;464);(1000;563);
20045;(905;331);(550;439);(967;464);(1000;563);
20046;(905;331);(550;439);(967;464);(1000;563);
20047;(905;331);(550;439);(967;464);(1000;563);
20048;(905;331);(550;439);(967;464);(1000;563);
20049;(905;331);(550;439);(967;464);(1000;563);
20050;(905;331);(550;439);(967;464);(1000;563);
20051;(905;331);(550;439);(967;464);(1000;563);
20052;(905;331);(550;439);(967;464);(1000;563);
20053;(905;331);(550;439);(967;464);(1000;563);
20054;(905;331);(550;439);(967;464);(1000;563);
20055;(905;331);(550;439);(967;464);(1000;563);
20056;(905;331);(550;439);(967;464);(1000;563);
20057;(905;331);(550;439);(967;464);(1000;563);
20058;(905;331);(550;439);(967;464);(1000;563);
20059;(905;331);(550;439);(967;464);(1000;563);
20060;(905;331);(550;439);(967;464);(1000;563);
20061;(905;331);(550;439);(967;464);(1000;563);
20062;(905;331);(550;439);(967;464);(1000;563);
20063;(905;331);(550;439);(967;464);(1000;563);
20064;(905;331);(550;439);(967;464);(1000;563);
20065;(905;331);(550;439);(967;464);(1000;563);
20066;(905;331);(550;439);(967;464);(1000;563);
20067;(905;331);(550;439);(967;464);(1000;563);
20068;(905;331);(550;439);(967;464);(1000;563);
20069;(905;331);(550;439);(967;464);(1000;563);
20070;(905;331);(550;439);(967;464);(1000;563);
20071;(905;331);(550;439);(967;464);(1000;563);
20072;(905;331);(550;439);(967;464);(1000;563);
20073;(905;331);(550;439);(967;464);(1000;563);
20074;(905;331);(550;439);(967;464);(1000;563);
20075;(905;331);(550;439);(967;464);(1000;563);
20076;(905;331);(550;439);(967;464);(1000;563);
20077;(905;331);(550;439);(967;464);(1000;563);
20078;(905;331);(550;439);(967;464);(1000;563);
20079;(905;331);(550;439);(967;464);(1000;563);
20080;(905;331);(550;439);(967;464);(1000;563);
20081;(905;331);(550;439);(967;464);(1000;563);
20082;(905;331);(550;439);(967;464);(1000;563);
20083;(905;331);(550;439);(967;464);(1000;563);
20084;(905;331);(550;439);(967;464);(1000;563);
20085;(905;331);(550;439);(967;464);(1000;563);
20086;(905;331);(550;439);(967;464);(1000;563);
20087;(905;331);(550;439);(967;464);(1000;563);
20088;(905;331);(550;439);(967;464);(1000;563);
20089;(905;331);(550;439);(967;464);(1000;563);
20090;(905;331);(550;439);(967;464);(1000;563);
20091;(905;331);(550;439);(967;464);(1000;563);
20092;(905;331);(550;439);(967;464);(1000;563);
20093;(905;331);(550;439);(967;464);(1000;563);
20094;(905;331);(550;439);(967;464);(1000;563);
20095;(905;331);(550;439);(967;464);(1000;563);
20096;(905;331);(550;439);(967;464);(1000;563);
20097;(905;331);(550;439);(967;464);(1000;563);
20098;(905;331);(550;439);(967;464);(1000;563);
20099;(905;331);(550;439);(967;464);(1000;563);
20100;(905;331);(550;439);(967;464);(1000;563);
20101;(905;331);(550;439);(967;464);(1000;563);
20102;(905;331);(550;439);(967;464);(1000;563);
20103;(905;331);(550;439);(967;464);(1000;563);
20104;(905;331);(550;439);(967;464);(1000;563);
20105;(905;331);(550;439);(967;464);(1000;563);
20106;(905;331);(550;439);(967;464);(1000;563);
20107;(905;331);(550;439);(967;464);(1000;563);
20108;(905;331);(550;439);(967;464);(1000;563);
20109;(905;331);(550;439);(967;464);(1000;563);
20110;(905;331);(550;439);(967;464);(1000;563);
20111;(905;331);(550;439);(967;464);(1000;563);
